Date (UTC),URL,Image,Text,Scrape Date,Alert Type,Ransomware,Victimized Entity,Hashtagged country,Entity in image,Country,Industry
2024-03-22 17:49:00+00:00,https://twitter.com/dexpose_io/status/1771232729155211495#m,https://pbs.twimg.com/media/GJSuwFCWQAArQkp.jpg,RANSOMWARE ALERT ?????? - Chambers Construction falls victim to BianLian Ransomware  The group claims to have access to 4.2 TB of the organization's data. - #cyber_attack #cyber_threat #data_breach #data_leak #ransomware #infosec #dark_web,2024-04-25 08:54:00+00:00,Ransomware,BianLian,Chambers Construction,UNK,Chambers Construction Co.,United States,Capital Goods
2024-03-22 13:35:00+00:00,https://twitter.com/dexpose_io/status/1771168850400194627#m,https://pbs.twimg.com/media/GJR0h7xWsAACu-f.jpg,RANSOMWARE ALERT ?????? - NewAgeSys falls victim to Cactus ransomware  The group claims to have obtained 319 GB of organization's data. - #cyber_attack #cyber_threat #data_breach #data_leak #ransomware #infosec #dark_web #Cactus_ransomware,2024-04-25 08:54:00+00:00,Ransomware,Cactus ransomware,NewAgeSys,UNK,"Newagesys, Inc",United States,Software & Services
2024-03-22 12:25:00+00:00,https://twitter.com/dexpose_io/status/1771151175754162489#m,https://pbs.twimg.com/media/GJRki_eXoAAvTjA.jpg,"RANSOMWARE ALERT ?????? - PGESCo falls victim to RansomHub ransomware  The group claims to be publishing organization's data of size 8TB within 14 days, including documents from Finance, HR, customer info, PII, internal and confidential documents, CEO's documents, etc. - #ransomware",2024-04-25 08:54:00+00:00,Ransomware,RansomHub,PGESCo,UNK,Power Generation Engineering and Services Company (PGESCO),Egypt,Energy
2024-03-22 11:10:00+00:00,https://twitter.com/dexpose_io/status/1771132212836229334#m,https://pbs.twimg.com/media/GJRSBuqXkAAymsO.jpg,"RANSOMWARE ALERT?????? - Bisco Industries falls victim to RA World Ransomware  Group claims to have access to 580 GB of organizational data, including Corporate Documents, supplier information, customer Information, Payment Information, employee Information, Payroll, accounting, etc.",2024-04-25 08:54:00+00:00,Ransomware,RA World Ransomware,Bisco Industries,UNK,"BISCO INDUSTRIES, INC.",United States,Technology Hardware & Equipment
2024-03-22 08:47:00+00:00,https://twitter.com/dexpose_io/status/1771096335015424362#m,https://pbs.twimg.com/media/GJQyWVrXUAAuwpL.jpg,DATA BREACH ALERT ?????? - Database of B.TECH allegedly leaked  A threat actor claims to have the database of B.TECH. - #dark10100 #consumer_electronics #egypt #b.tech #btech.com #dark_web #deep_web #data_breach #data_leak #infosec #threat_intel,2024-04-25 08:54:00+00:00,Data Breach,UNK,B.TECH,Egypt,B.TECH,Egypt,Consumer Durables & Apparel
2024-03-21 21:37:00+00:00,https://twitter.com/dexpose_io/status/1770927774632407225#m,https://pbs.twimg.com/media/GJOZOBnWIAAyvbJ.jpg,"RANSOMWARE ALERT ?????? - Rabitbd falls victim to KillSec Ransomware  The group claims to have published the organization's data, including locked house, appointment management, Offense Reporting Management, etc. - #ransomware #killsec_ransomware #rabitbd #dataleak #cyberattack",2024-04-25 08:54:00+00:00,Ransomware,KillSec Ransomware,Rabitbd,UNK,RABITBD,Bangladesh,Financial Services
2024-03-21 19:26:00+00:00,https://twitter.com/dexpose_io/status/1770894672660930759#m,https://pbs.twimg.com/media/GJN7Go5XIAAMrx3.jpg,"RANSOMWARE ALERT ?????? - Trans Maritime falls victim to LockBit Ransomware  Group claims to publish the organization's data on March 23, 2024. - #lockbit 3.0 #lockbit #ransomware #cyber_attack #cyber_threat #cti #infosec #dark_web #data #data_leak #tmbs.ch #tmbs",2024-04-25 08:54:00+00:00,Ransomware,LockBit,Trans Maritime,UNK,TRANS MARITIME AG,SWITZERLAND,Transportation
2024-03-21 19:15:00+00:00,https://twitter.com/dexpose_io/status/1770891969851474062#m,https://pbs.twimg.com/media/GJN4W5FX0AA5YcR.jpg,"RANSOMWARE ALERT ??? - Institute of Pathology at the Ruhr University Bochum falls victim to LockBit Ransomware  Group claims to publish the organization's data on March 23, 2024. - #lockbit 3.0 #lockbit #ransomware #cyber_attack #cyber_threat #cti #infosec #dark_web #data_breach",2024-04-25 08:54:00+00:00,Ransomware,LockBit,Institute of Pathology at the Ruhr University Bochum,UNK,Institute of Pathology at the Ruhr University Bochum,Germany,"Pharmaceuticals, Biotechnology & Life Sciences"
2024-03-21 14:03:00+00:00,https://twitter.com/dexpose_io/status/1770813559603139038#m,https://pbs.twimg.com/media/GJMxNBzXkAAFxwW.jpg,RANSOMWARE ALERT ?????? - La Pastina falls victim to RansomHub ransomware  Group claims to have obtained organization's data. - #ransomware #lapastina #cyber_threat #cyber_attack #cyber_risk #lapastina.com #brazil #sao_paulo #food #beverages #ransomhub,2024-04-25 08:54:00+00:00,Ransomware,RansomHub,La Pastina,Brazil,La Pastina,Brazil,"Food, Beverage & Tobacco"
2024-03-21 12:32:00+00:00,https://twitter.com/dexpose_io/status/1770790635487818006#m,https://pbs.twimg.com/media/GJMck-KXkAASNmk.jpg,"?????? RANSOMWARE ALERT ?????? - Willis Lease Finance Corporation falls victim to BlackBasta Ransomware.  The group threatens to release 910gb of sensitive data within 7 days, comprising financial records, engineering drawings, personal files, and more. - #Ransomware #DataBreach",2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,Willis Lease Finance Corporation,UNK,Willis Lease Finance Corporation,United States,Transportation
2024-03-21 07:56:00+00:00,https://twitter.com/dexpose_io/status/1770721221430133151#m,https://pbs.twimg.com/media/GJLcgCWW4AAExZr.jpg,"???? DATA BREACH ALERT ????  Alleged Sale of France Travail Database: Threat actor claims to be selling personal info of 43 million users. Data includes names, DOBs, social security numbers, emails, addresses, and more.  #DataBreach #FranceTravail #DataSale #CyberThreat",2024-04-25 08:54:00+00:00,Data Breach,UNK,France Travail,France,FRANCE TRAVAIL,FRANCE,Government and public sector
2024-03-21 07:08:00+00:00,https://twitter.com/dexpose_io/status/1770709134859440550#m,https://pbs.twimg.com/media/GJLSaTxWEAALVwh.jpg,DATA BREACH ALERT - Alleged Sale of Access to Russian T-Mobile Account with Government Logs  Threat actor claims to be selling access to a Russian T-Mobile account. - #telekom.mk #telekom #blackbasta #ransomware #blackbasta_ransomware #infosec #cyberrisk #cyber_attack,2024-04-25 08:54:00+00:00,Data Breach,UNK,Russian T-Mobile Account,UNK,TELEKOM MK,Russia,Telecommunication Services
2024-03-20 21:42:00+00:00,https://twitter.com/dexpose_io/status/1770566551713858030#m,https://pbs.twimg.com/media/GJJQ1tvWUAAUoI-.jpg,"???? RANSOMWARE ALERT ??????  Oceaneering has fallen victim to BlackBasta Ransomware. The group claims plans to release 300GB of data within 7 days, including financial records, engineering drawings, personal documents, and more.  #Ransomware #DataBreach #BlackBasta #CyberThreat",2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,Oceaneering,UNK,Oceaneering,United States,Energy
2024-03-20 16:28:00+00:00,https://twitter.com/dexpose_io/status/1770487559988105716#m,https://pbs.twimg.com/media/GJIIa3sXEAAJ28M.jpg,"???? RANSOMWARE ALERT ????  Springfield Sign has been compromised by 8BASE Ransomware.  The group intends to release the organization's data on 27.03.2024, which includes invoices, personal files, and more.  #Ransomware #DataBreach #8BASE #CyberAttack",2024-04-25 08:54:00+00:00,Ransomware,8BASE,Springfield Sign,UNK,Springfield Sign,United States,Media & Entertainment
2024-03-20 15:35:00+00:00,https://twitter.com/dexpose_io/status/1770474126706446728#m,https://pbs.twimg.com/media/GJHg8tJXwAAv7BP.jpg,"???? RANSOMWARE ALERT ????  Ostenssons Livs AB has fallen victim to 8BASE Ransomware.  The group intends to publish the company's data on 27.03.2024, including invoices, accounting documents, personal files, and more.  #Ransomware #DataBreach #8BASE #CyberAttack",2024-04-25 08:54:00+00:00,Ransomware,8BASE,Ostenssons Livs AB,UNK,??stenssons Livs AB,Sweden,Consumer Discretionary Distribution & Retail or Consumer Staples Distribution & Retail
2024-03-20 13:37:00+00:00,https://twitter.com/dexpose_io/status/1770444575980573050#m,https://pbs.twimg.com/media/GJHg8tJXwAAv7BP.jpg,"???? RANSOMWARE ALERT ????  Ostenssons Livs AB has fallen victim to 8BASE Ransomware.  The group intends to publish the company's data on 27.03.2024, including invoices, accounting documents, personal files, and more.  #Ransomware #DataBreach #8BASE #CyberAttack",2024-04-25 08:54:00+00:00,Ransomware,8BASE,Ostenssons Livs AB,UNK,??stenssons Livs AB,Sweden,Consumer Staples Distribution & Retail
2024-03-20 13:20:00+00:00,https://twitter.com/dexpose_io/status/1770440317268885912#m,https://pbs.twimg.com/media/GJHdmN9XwAA42TA.jpg,"RANSOMWARE ALERT ???? - Kolbe Striping, Inc falls victim to RHYSIDA Ransomware  Group claims to publish the Organization data in 6-7 days. - #rhysida #ransomware #ransom #usa #us #construction #ransom #ransomware #data #data_leak #deepweb #darkweb #infosec #cyberrisk #cyber_attack",2024-04-25 08:54:00+00:00,Ransomware,RHYSIDA,"Kolbe Striping, Inc",USA,"Kolbe Striping, Inc",United States,Commercial & Professional Services
2024-03-20 12:15:00+00:00,https://twitter.com/dexpose_io/status/1770423963388190977#m,https://pbs.twimg.com/media/GJHOhAfXMAAyK7_.jpg,"RANSOMWARE ALERT ???? - International Luxury Group falls victim to BlackBasta Ransomware  Group claims to publish the organization's 1TB of data within 7-8 days, which includes Benutzer data,Buchhaltung,Firmen,Personal,Design etc????? -  #deepweb #darkweb #cyberrisk #cyber_attack",2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,International Luxury Group,UNK,International Luxury Group,Switzerland,Consumer Discretionary Distribution & Retail
2024-03-20 07:07:00+00:00,https://twitter.com/dexpose_io/status/1770346460321603865#m,https://pbs.twimg.com/media/GJGH1zRWUAAS5XH.jpg,"???? RANSOMWARE ALERT ????  Filexis AG Treuhand und Immobilien targeted by 8BASE Ransomware  Threat actors plan to release organization data on 27.03.2024, including invoices, accounting documents, personal files, and more.  #DataBreach #Ransomware #8BASE #RealEstate #Switzerland",2024-04-25 08:54:00+00:00,Ransomware,8BASE,Filexis AG Treuhand und Immobilien,Switzerland,Filexis AG Treuhand und Immobilien,Switzerland,Real Estate Management & Development
2024-03-19 19:57:00+00:00,https://twitter.com/dexpose_io/status/1770177919731499142#m,https://pbs.twimg.com/media/GJDvNuWWEAAJuNh.jpg,"RANSOMWARE ALERT ?????? - Delta Pipeline, Inc falls victim to BianLian Ransomware  The group claims to have access to the organization's data. - #bianlian #ransomware #bianlian_ransomware #dataleak #cyberattack #usa",2024-04-25 08:54:00+00:00,Ransomware,BianLian Ransomware,"Delta Pipeline, Inc",USA,"Delta Pipeline, Inc",United States,Energy
2024-03-19 16:06:00+00:00,https://twitter.com/dexpose_io/status/1770119622160789646#m,https://pbs.twimg.com/media/GJC6GRsXQAIdIrW.jpg,"DATA BREACH ALERT ?????? - Allegedly leaked the data of dengisrazy.ru  A threat actor allegedly leaked the database of dengisrazy.ru. The data includes confidential information of 18,000,000 users. - #money #once #cyber_attack #cyber_threat #data_breach #data_leak",2024-04-25 08:54:00+00:00,Data Breach,UNK,dengisrazy.ru,UNK,MONEY AT ONCE,RUSSIA,Financial Services
2024-03-19 15:49:00+00:00,https://twitter.com/dexpose_io/status/1770115265688162729#m,https://pbs.twimg.com/media/GJC2RggWoAA5EUB.jpg,RANSOMWARE ALERT?????? - P&B Capital Group falls victim to BianLian Ransomware  The group claims to have access to the organization's data. - #p&b capital group #ransom #ransomware #financial_services #usa #us #pandbcapitalgroup.com #pandbcapitalgroup #bianlian,2024-04-25 08:54:00+00:00,Ransomware,BianLian,P&B Capital Group,USA,P&B CAPITAL GROUP,United States,Financial Services
2024-03-19 14:17:00+00:00,https://twitter.com/dexpose_io/status/1770092139340316883#m,https://pbs.twimg.com/media/GJChZtaWQAAmIEU.jpg,"???? RANSOMWARE ALERT ????  Mayer Antonellis Jachowicz & Haranas, LLP targeted by BianLian Ransomware  Threat actors claim access to 170 GB of crucial organization data, including legal paperwork, client information, financial records, and management email archives.  #DataBreach",2024-04-25 08:54:00+00:00,Ransomware,BianLian Ransomware,"Mayer Antonellis Jachowicz & Haranas, LLP",UNK,"Mayer Antonellis Jachowicz & Haranas, LLP",UNK,Commercial & Professional Services
2024-03-19 11:59:00+00:00,https://twitter.com/dexpose_io/status/1770057490471793059#m,https://pbs.twimg.com/media/GJCAKO8WQAEk3Db.jpg,"???? DATA BREACH ALERT   Allegedly leaked: Tocci Construct database  A threat actor claims access to Tocci Construct's database. The compromised data includes employee personal info,  financial statements, payment receipts, audits, project details, contracts, and more.  #DataBreach",2024-04-25 08:54:00+00:00,Data Breach,UNK,Tocci Construct,UNK,"TOCCI CONSTRUCT, LLC",United States,Capital Goods
2024-03-19 07:11:00+00:00,https://twitter.com/dexpose_io/status/1769985148357886407#m,https://pbs.twimg.com/media/GJA-rosXEAAvUm_.jpg,"Dr Daniel Leeman ENT falls victim to BianLian Ransomware  Group claims to have access to 480 GB of the which includes finance data, HR data,records, patients????? images, cases, mailboxes, internal and external email correspondence with attachments, and SQL databases, etc. - #infosec",2024-04-25 08:54:00+00:00,Ransomware,BianLian,Dr Daniel Leeman ENT,UNK,"Daniel J. Leeman, MD",United States,Health Care Equipment & Services
2024-03-18 19:46:00+00:00,https://twitter.com/dexpose_io/status/1769812616728232385#m,https://pbs.twimg.com/media/GI-anCAXsAAOAi4.jpg,"Eastern Shipbuilding Group allegedly hacked by LockBit.   Sensitive data, such as project files, ship schematics, US Army information, HR records, passports, salary details, and insurance specifications, has been exposed.  #DataBreach #LockBit",2024-04-25 08:54:00+00:00,Data Breach,UNK,Eastern Shipbuilding Group,UNK,"Eastern Shipbuilding Group, Inc",United States,Capital Goods
2024-03-18 17:17:00+00:00,https://twitter.com/dexpose_io/status/1769775102659383578#m,https://pbs.twimg.com/media/GI9_kB2WYAALgM-.jpg,"RANSOMWARE ALERT ???????????? - RSHP falls victim to 8BASE Ransomware  Group claims to publish the organization's data on March 18 Claimed data includes invoices, receipts, accounting documents, personal data, certificates, employment contracts, personal files, etc. - #rshp #data_leak",2024-04-25 08:54:00+00:00,Ransomware,8BASE Ransomware,RSHP,UNK,RSHP,United Kingdom,Real Estate Management & Development
2024-03-18 16:11:00+00:00,https://twitter.com/dexpose_io/status/1769758430028320950#m,https://pbs.twimg.com/media/GI9xjzLWwAA_FT_.jpg,"Update??????  LockBit has purportedly disclosed 64 GB of data extracted from El Ezaby Pharmacy.  The leaked data reportedly includes customer information, financial records, passwords, email archives, assorted databases, and more.  #DataBreach #RansomwareAttack",2024-04-25 08:54:00+00:00,Data Breach,UNK,El Ezaby Pharmacy,UNK,El Ezaby Pharmacy,Egypt,"Pharmaceuticals, Biotechnology & Life Sciences"
2024-03-18 15:09:00+00:00,https://twitter.com/dexpose_io/status/1769743010126794969#m,https://pbs.twimg.com/media/GI9jsHFXAAAaNT-.jpg,RANSOMWARE ALERT ???????????? - Grupa Topex falls victim to Cactus ransomware  Group claims to have obtained 638 GB of organization's data. - #cactus #cyber_threat #cyber_risk #cti #ransomware #polish #threat_intel,2024-04-25 08:54:00+00:00,Ransomware,Cactus,Grupa Topex,Polish,GRUPA TOPEX,Poland,Capital Goods
2024-03-18 14:17:00+00:00,https://twitter.com/dexpose_io/status/1769729768621007091#m,https://pbs.twimg.com/media/GI9XhSFWIAIJByr.jpg,RANSOMWARE ALERT ???????????? - Crinetics Pharmaceuticals falls victim to LockBit Ransomware  Group claims to publish the organization's data on March 23 - #crinetics #crinetics_pharmaceuticals #pharmaceuticals #lockbit_ransomware #lockbit #ransomware #biotechnology,2024-04-25 08:54:00+00:00,Ransomware,LockBit,Crinetics Pharmaceuticals,UNK,Crinetics Pharmaceuticals,United States,"Pharmaceuticals, Biotechnology & Life Sciences"
2024-03-17 00:44:00+00:00,https://twitter.com/dexpose_io/status/1769162857600389225#m,https://pbs.twimg.com/media/GI1T8WoWcAAVEZW.jpg,RANSOMWARE ALERT ???????????? - AdSP Mar Tirreno Settentrionale falls victim to MEDUSA Ransomware  Group claims to publish the organization's data within 7-8 days. They have provided sample screenshots on their dark web portal. - #ransomware #data_breach #data_leak #deepweb #darkweb,2024-04-25 08:54:00+00:00,Ransomware,MEDUSA,AdSP Mar Tirreno Settentrionale,UNK,Autorit?? di Sistema Portuale del Mar Tirreno Settentrionale,UNK,Transportation
2024-03-17 00:32:00+00:00,https://twitter.com/dexpose_io/status/1769159956123488733#m,https://pbs.twimg.com/media/GI1RMrEWgAAcxLl.jpg,RANSOMWARE ALERT ?????? - Elior UK falls victim to MEDUSA Ransomware  Group claims to publish the organization's data within 9?????10 days. They have provided sample screenshots on their dark web portal. - #data_breach #data #data_leak #deepweb #darkweb #infosec #cyberrisk #cyber_attack,2024-04-25 08:54:00+00:00,Ransomware,MEDUSA,Elior UK,UNK,Elior UK Holdings Limited,United Kingdom,Consumer Services
2024-03-16 21:13:00+00:00,https://twitter.com/dexpose_io/status/1769109646856397084#m,https://pbs.twimg.com/media/GI0jroRXUAApDti.jpg,RANSOMWARE ALERT ???????????? - Topa Electrical falls victim to TRIGONA Ransomware  Group claims to have obtained organization's database. - #trigona_ransomware #ransomware #ransomware_attack #cyberthreat #threatintel #infosec #cyberattack #databreach #dataleak #darkweb #deepweb #darknet,2024-04-25 08:54:00+00:00,Ransomware,TRIGONA Ransomware,Topa Electrical,UNK,TOPA ELECTRICAL,New Zealand,Capital Goods
2024-03-16 21:03:00+00:00,https://twitter.com/dexpose_io/status/1769107298452910563#m,https://pbs.twimg.com/media/GI0hlHmWIAAgoae.jpg,RANSOMWARE ALERT ???????????? - Bwizer Group falls victim to TRIGONA Ransomware  Group claims to have obtained organization's database. - #trigona_ransomware #trigona #ransomware #ransomware_attack #databreach #dataleak #cyberthreat #threatintel #cyberattack #darkweb #deepweb #darknet,2024-04-25 08:54:00+00:00,Ransomware,TRIGONA,Bwizer Group,UNK,BWIZER GROUP,Portugal,Commercial & Professional Services
2024-03-16 20:43:00+00:00,https://twitter.com/dexpose_io/status/1769102133029216300#m,https://pbs.twimg.com/media/GI0c3RLXkAEUOBV.jpg,RANSOMWARE ALERT ???????????? - Indoarsip falls victim to TRIGONA Ransomware  Group claims to have obtained organization's database. - #ransomware #trigona_ransomware #ransomware_attack #cyberthreat #threatintel #cti #infosec #cyberattack #databreach #dataleak #darkweb #deepweb #darknet,2024-04-25 08:54:00+00:00,Ransomware,TRIGONA Ransomware,Indoarsip,UNK,INDOORSIP,Indonesia,Transportation
2024-03-16 18:45:00+00:00,https://twitter.com/dexpose_io/status/1769072568290439247#m,https://pbs.twimg.com/media/GI0Ad6CWUAAcpPG.jpg,"???? RANSOMWARE ALERT ???????????? - Consolidated Benefits Resources targeted by BianLian Ransomware. The group claims access to sensitive data, including finance records, HR information, PII & PHI data, incident reports, client details, and more. - #DataBreach #CyberThreat #InfoSec",2024-04-25 08:54:00+00:00,Ransomware,BianLian Ransomware,Consolidated Benefits Resources,UNK,Consolidated Benefits Resources,United States,Insurance
2024-03-16 15:59:00+00:00,https://twitter.com/dexpose_io/status/1769030740447035528#m,https://pbs.twimg.com/media/GIzb5RBW0AAKY4x.jpg,"RANSOMWARE ALERT ???????????? - R. Robertson Insurance Brokers falls victim to LockBit Ransomware  Group claims to publish the organization's data on March 29, 2024. - #lockbit 3.0 #lockbit #ransomware #cyber_attack #cyber_threat #cti #infosec #data_breach #data leak #dark_web",2024-04-25 08:54:00+00:00,Ransomware,LockBit,R. Robertson Insurance Brokers,UNK,R. Robertson Insurance Brokers Ltd,Canada,Insurance
2024-03-16 11:44:00+00:00,https://twitter.com/dexpose_io/status/1768966510909800639#m,https://pbs.twimg.com/media/GIyg6uqXoAEncIE.jpg,RANSOMWARE ALERT ???????????? - Aculabs falls victim to INC RANSOM Ransomware  Group claims to have obtained the organization's data. Sample screenshots are provided in their DarkWeb portal. - #ransomware #data_breach #data #data_leak #deepweb #darkweb #infosec #cyberrisk #cyber_attack,2024-04-25 08:54:00+00:00,Ransomware,INC RANSOM,Aculabs,UNK,ACULABS,United States,Health Care Equipment & Services
2024-03-16 10:55:00+00:00,https://twitter.com/dexpose_io/status/1768954150664942037#m,https://pbs.twimg.com/media/GIyWE01X0AAdZkw.jpg,"RANSOMWARE ALERT ????????????  Certified Solutions falls victim to LockBit Ransomware  Group claims to publish the organization's data on March 23, 2024. - #lockbit #ransomware #financial_services #data_breach #data #data_leak #deepweb #darkweb #infosec #cyberrisk #cyber_attack",2024-04-25 08:54:00+00:00,Ransomware,LockBit,Certified Solutions,UNK,Certified Solutions,United States,Commercial & Professional Services
2024-03-16 10:04:00+00:00,https://twitter.com/dexpose_io/status/1768941300772966549#m,https://pbs.twimg.com/media/GIyKdG0XsAAs-mW.jpg,"RANSOMWARE ALERT ?????? - Miki Travel falls victim to HUNTERS INTERNATIONAL Ransomware  The group claims to have obtained the organization's data. The data includes personal documents, financial information, contracts, invoices, boarding pass, etc. - #miki #cyber_threat #cti #infosec",2024-04-25 08:54:00+00:00,Ransomware,HUNTERS INTERNATIONAL,Miki Travel,UNK,MIKI TRAVEL LIMITED,United Kingdom,Consumer Services
2024-03-15 21:53:00+00:00,https://twitter.com/dexpose_io/status/1768757460192338431#m,https://pbs.twimg.com/media/GIvjbGxWUAAkK19.jpg,"RANSOMWARE ALERT ???????????? - OYAK Defense and Security Systems Inc falls victim to LockBit Ransomware  The group claims to publish the organization's data on March 22, 2024. - #lockbit #ransomware #dataleak #cyberattack #threatintel #infosec #cyberthreat #cyberrisk",2024-04-25 08:54:00+00:00,Ransomware,LockBit,OYAK Defense and Security Systems Inc,UNK,OYAK Defense and Security Systems Inc,Turkey,Commercial & Professional Services
2024-03-15 21:38:00+00:00,https://twitter.com/dexpose_io/status/1768753755133264326#m,https://pbs.twimg.com/media/GIvgCgiXYAILSzY.jpg,"RANSOMWARE ALERT ???????????? - RCRC falls victim to LockBit Ransomware  The group claims to publish the organization's data on March 18, 2024 - #lockbit #ransomware #lockbit_ransomware #dataleak #deepweb #cyberattack #infosec #cyberthreat #cyberrisk #usa",2024-04-25 08:54:00+00:00,Ransomware,LockBit,RCRC,USA,Redwood Coast Regional Center,United States,Government and public sector
2024-03-15 20:38:00+00:00,https://twitter.com/dexpose_io/status/1768738444639949166#m,https://pbs.twimg.com/media/GIvSFx-XsAE4EzY.jpg,RANSOMWARE ALERT???????????? - ATMCo falls victim to Trigona Ransomware  The group claims to publish the organization's data. - #trigona #ransomware #trigona_ransomware #usa #atmco #accounting #dataleak #cyberattack #threatintel #infosec #cyberthreat #cyberrisk,2024-04-25 08:54:00+00:00,Ransomware,Trigona Ransomware,ATMCo,USA,ATMC0,United States,Insufficient Information
2024-03-15 15:56:00+00:00,https://twitter.com/dexpose_io/status/1768667471773311043#m,https://pbs.twimg.com/media/GIuRcHFWcAAjByy.jpg,"Ransomware Alert ???  - El Ezaby Pharmacy falls victim to LockBit Ransomware  The group claims to publish the organization's data on March 17, 2024. - #elezabypharmacy #lockbit #lockbit #ezaby #pharmacy #cairo #egypt #pharmaceutical_manufacturing #cyber_threat",2024-04-25 08:54:00+00:00,Ransomware,LockBit,El Ezaby Pharmacy,Egypt,El Ezaby Pharmacy,Egypt,"Pharmaceuticals, Biotechnology & Life Sciences"
2024-03-14 17:41:00+00:00,https://twitter.com/dexpose_io/status/1768331624750481464#m,https://pbs.twimg.com/media/GIpf474WMAAuLRS.jpg,"Ransomware Alert?????? - VOID Interactive falls victim to D#NUT Ransomware  Group claims to have obtained organization's data, which includes 4TB of source code and game related data. - #ransomware #ransomware #ransomware_attack #cyberattack #cyberthreat #threatintel #cti #infosec",2024-04-25 08:54:00+00:00,Ransomware,D#NUT Ransomware,VOID Interactive,UNK,VOID INTERACTIVE,IRELAND,Software & Services
2024-03-14 14:22:00+00:00,https://twitter.com/dexpose_io/status/1768281520056213628#m,https://pbs.twimg.com/media/GIoyUzvWwAAHyFV.jpg,RANSOMWARE #AERT ???????????? - D'Hanis ISD falls victim to LockBit Ransomware  The group claims to have published the organization's data on 21 March 2024. Providing sample screenshots in their dark web portal. - #lockbit #ransom #ransomware #darkweb #usa,2024-04-25 08:54:00+00:00,Ransomware,LockBit,D'Hanis ISD,USA,D'Hanis ISD,United States,Government and public sector
2024-03-14 11:53:00+00:00,https://twitter.com/dexpose_io/status/1768244116381417489#m,https://pbs.twimg.com/media/GIoQAwlWMAADotA.jpg,???? ALERT: Alleged Rakuten Viber Data Breach ????  Threat actors are offering 740 GB of Rakuten Viber's data and source code for sale. This poses significant privacy and security risks.  #RakutenViber #DataBreach #CyberThreat #InfoSec #DarkWeb  I,2024-04-25 08:54:00+00:00,,,,,,,
2024-03-14 07:08:00+00:00,https://twitter.com/dexpose_io/status/1768172236094030260#m,https://pbs.twimg.com/media/GInOKl8WYAEjewt.jpg,RANSOMWARE ALERT ?????? - Encina Wastewater Authority falls victim to BlackByte Ransomware  Group claims to have obtained the organization's data. Sample screenshots are provided in their DarkWeb portal.  #data_leak #data #data_breach #deepweb #infosec #cyberrisk #cyber #cyber_attack,2024-04-25 08:54:00+00:00,Ransomware,BlackByte,Encina Wastewater Authority,UNK,Encina Wastewater Authority,United States,Utilities
2024-03-13 23:12:00+00:00,https://twitter.com/dexpose_io/status/1768052434813747316#m,https://pbs.twimg.com/media/GIlhnV0XQAAicZ0.jpg,RANSOMWARE ALERT ???  McKim & Creed falls victim to RansomHub Ransomware  Group claims to have access to more than 500 GB of the organization's data. They claim they will publish the organization's data within 7-8 days.  #mckimcreed #mckimcreed #raleigh #engineering_service #USA,2024-04-25 08:54:00+00:00,Ransomware,RansomHub Ransomware,McKim & Creed,USA,McKim & Creed,United States,Capital Goods
2024-03-13 22:01:00+00:00,https://twitter.com/dexpose_io/status/1768034582589222933#m,https://pbs.twimg.com/media/GIlR2W8WMAE2exU.jpg,"RANSOMWARE ALERT?????? - Summit Almonds LLC has been targeted by Akira Ransomware, resulting in the compromise of 33 GB of our data, including personal documents, NDAs, and contact information. Our team is actively addressing this issue. - #AkiraRansomware #DataBreach #CyberSecurity",2024-04-25 08:54:00+00:00,Ransomware,Akira Ransomware,Summit Almonds LLC,UNK,Summit Almonds LLC,United States,"Food, Beverage & Tobacco"
2024-03-13 19:31:00+00:00,https://twitter.com/dexpose_io/status/1767996802974830678#m,https://pbs.twimg.com/media/GIaNtoZXMAAHurx.jpg,"???? RANSOMWARE ALERT:   Premier Technology LLC hit by PLAY Ransomware.   Group plans to publish sensitive data including client documents, budgets, and financial information on March 15, 2024.   #PLAY #Ransomware #DataBreach #CyberThreat #PremierTechnologyLLC ???????",2024-04-25 08:54:00+00:00,Ransomware,PLAY Ransomware,Premier Technology LLC,UNK,Premier Technology LLC,United States,Software & Services
2024-03-13 17:03:00+00:00,https://twitter.com/dexpose_io/status/1767959598181302360#m,https://pbs.twimg.com/media/GIkNCooWIAAIe4Z.jpg,Alert: Alleged Sale of Malicious Loader ???  Threat actor offers loader to disable Windows Defender & run malicious software.  #CyberSecurity #Malware #InfoSec,2024-04-25 08:54:00+00:00,UNK,UNK,UNK,UNK,Imgur,,Software & Services
2024-03-13 15:23:00+00:00,https://twitter.com/dexpose_io/status/1767934410358161807#m,https://pbs.twimg.com/media/GIj24IKWUAAJp9G.jpg,Global Dynamics Inc. falls victim to Conti Ransomware  Global Dynamics Inc. has been compromised by Conti Ransomware. The group responsible claims to have accessed sensitive data within our organization.   #Ransomware #CyberAttack #DataBreach #InfoSec #CyberSecurity #Security,2024-04-25 08:54:00+00:00,Ransomware,Conti,Global Dynamics Inc.,UNK,SBM & CO,United Kingdom,Energy
